incident_id,asset_id,relation_description
110,124,Network security logs reviewed
368,283,Door controller event related to the incident
212,205,Network security logs reviewed
431,419,Network security logs reviewed
355,268,Security workstation used for incident documentation
125,471,Network device checked during response
106,474,Network device checked during response
229,102,Video recording checked during investigation
492,64,Alarm panel alert connected to the response
314,96,Incident report printed from this device
91,140,Incident report printed from this device
119,339,CCTV network switch checked during response
178,494,Security workstation used for incident documentation
156,101,Video recording checked during investigation
336,470,Badge reader logs used for access verification
388,58,Incident report printed from this device
100,222,Patrol radio used during response coordination
452,456,Door controller event related to the incident
86,23,Door controller event related to the incident
100,416,Badge reader logs used for access verification
417,39,Server logs reviewed for investigation
428,327,Security workstation used for incident documentation
413,331,Alarm panel alert connected to the response
17,486,Security workstation used for incident documentation
94,148,Door controller event related to the incident
359,347,Patrol radio used during response coordination
378,500,Patrol radio used during response coordination
307,227,Video recording checked during investigation
188,214,Alarm panel alert connected to the response
319,19,Server logs reviewed for investigation
86,432,Network security logs reviewed
115,229,Alarm panel alert connected to the response
325,175,Badge reader logs used for access verification
310,259,Network security logs reviewed
38,308,Door controller event related to the incident
417,188,Video recording checked during investigation
342,130,Network security logs reviewed
46,289,Network security logs reviewed
280,486,Security workstation used for incident documentation
361,434,CCTV network switch checked during response
152,426,Patrol radio used during response coordination
441,291,Server logs reviewed for investigation
476,333,Badge reader logs used for access verification
121,436,Door controller event related to the incident
91,194,Network security logs reviewed
85,147,Security workstation used for incident documentation
367,247,CCTV footage reviewed for this incident
146,140,Incident report printed from this device
112,103,CCTV footage reviewed for this incident
250,219,CCTV network switch checked during response
250,127,Badge reader logs used for access verification
47,427,Door controller event related to the incident
23,433,Network device checked during response
144,376,Patrol radio used during response coordination
340,128,Network security logs reviewed
236,394,Network security logs reviewed
453,225,CCTV footage reviewed for this incident
63,81,Alarm panel alert connected to the response
37,118,Incident report printed from this device
469,100,CCTV footage reviewed for this incident
48,370,Security workstation used for incident documentation
137,90,Server logs reviewed for investigation
270,8,Badge reader logs used for access verification
311,87,CCTV network switch checked during response
260,241,Network device checked during response
319,392,Badge reader logs used for access verification
364,410,CCTV network switch checked during response
73,4,Incident report printed from this device
139,146,CCTV network switch checked during response
294,45,Server logs reviewed for investigation
327,66,Server logs reviewed for investigation
176,82,Door controller event related to the incident
331,266,Security workstation used for incident documentation
218,483,CCTV network switch checked during response
108,318,Network device checked during response
2,345,CCTV footage reviewed for this incident
333,233,Patrol radio used during response coordination
171,179,Video recording checked during investigation
77,315,Server logs reviewed for investigation
5,452,Door controller event related to the incident
65,182,Door controller event related to the incident
438,304,Video recording checked during investigation
428,441,Security workstation used for incident documentation
27,463,Network device checked during response
37,496,Network security logs reviewed
344,88,Alarm panel alert connected to the response
438,397,Video recording checked during investigation
485,165,Server logs reviewed for investigation
348,101,Video recording checked during investigation
450,459,Video recording checked during investigation
374,137,Server logs reviewed for investigation
281,168,CCTV network switch checked during response
273,499,Door controller event related to the incident
463,306,Alarm panel alert connected to the response
231,280,Door controller event related to the incident
321,408,Alarm panel alert connected to the response
494,237,Alarm panel alert connected to the response
377,228,Badge reader logs used for access verification
55,393,Security workstation used for incident documentation
71,260,Alarm panel alert connected to the response
371,47,CCTV footage reviewed for this incident
292,146,CCTV network switch checked during response
256,52,Patrol radio used during response coordination
245,500,Patrol radio used during response coordination
327,153,Security workstation used for incident documentation
292,326,Door controller event related to the incident
236,449,CCTV footage reviewed for this incident
52,392,Badge reader logs used for access verification
143,244,Door controller event related to the incident
292,421,Patrol radio used during response coordination
464,187,Server logs reviewed for investigation
476,123,Badge reader logs used for access verification
180,17,Door controller event related to the incident
93,435,Incident report printed from this device
431,343,Security workstation used for incident documentation
349,297,Network security logs reviewed
440,144,Video recording checked during investigation
115,457,Incident report printed from this device
414,11,CCTV footage reviewed for this incident
198,65,Patrol radio used during response coordination
271,123,Badge reader logs used for access verification
227,330,Incident report printed from this device
225,51,CCTV footage reviewed for this incident
123,96,Incident report printed from this device
241,185,Server logs reviewed for investigation
261,298,Patrol radio used during response coordination
234,375,Network device checked during response
2,475,Video recording checked during investigation
316,439,Incident report printed from this device
30,167,Patrol radio used during response coordination
318,197,CCTV footage reviewed for this incident
140,51,CCTV footage reviewed for this incident
307,226,Network device checked during response
355,157,Badge reader logs used for access verification
151,484,CCTV footage reviewed for this incident
299,205,Network security logs reviewed
429,73,Video recording checked during investigation
19,154,CCTV footage reviewed for this incident
163,473,Video recording checked during investigation
156,170,Network security logs reviewed
497,32,Incident report printed from this device
154,405,Incident report printed from this device
357,93,CCTV footage reviewed for this incident
497,175,Badge reader logs used for access verification
229,66,Server logs reviewed for investigation
9,337,Network security logs reviewed
23,262,Patrol radio used during response coordination
235,75,Incident report printed from this device
432,190,Alarm panel alert connected to the response
266,2,Badge reader logs used for access verification
15,185,Server logs reviewed for investigation
43,22,Server logs reviewed for investigation
185,482,Incident report printed from this device
72,335,CCTV network switch checked during response
447,102,Video recording checked during investigation
17,31,Network device checked during response
498,256,CCTV footage reviewed for this incident
124,242,Network device checked during response
271,84,Incident report printed from this device
5,397,Video recording checked during investigation
247,246,Patrol radio used during response coordination
100,16,Incident report printed from this device
17,140,Incident report printed from this device
179,204,Incident report printed from this device
39,52,Patrol radio used during response coordination
298,476,Network security logs reviewed
315,474,Network device checked during response
480,53,Door controller event related to the incident
109,298,Patrol radio used during response coordination
464,497,Patrol radio used during response coordination
370,474,Network device checked during response
29,167,Patrol radio used during response coordination
37,478,Alarm panel alert connected to the response
195,15,Video recording checked during investigation
302,404,Patrol radio used during response coordination
396,327,Security workstation used for incident documentation
178,87,CCTV network switch checked during response
115,169,Video recording checked during investigation
353,354,Badge reader logs used for access verification
410,130,Network security logs reviewed
164,136,Network security logs reviewed
345,136,Network security logs reviewed
89,100,CCTV footage reviewed for this incident
75,170,Network security logs reviewed
456,251,CCTV footage reviewed for this incident
139,36,Badge reader logs used for access verification
469,451,Badge reader logs used for access verification
100,398,CCTV network switch checked during response
367,493,Network security logs reviewed
463,238,Server logs reviewed for investigation
265,446,CCTV footage reviewed for this incident
209,412,Network device checked during response
84,35,Door controller event related to the incident
479,270,Incident report printed from this device
142,210,CCTV footage reviewed for this incident
409,390,Patrol radio used during response coordination
70,189,Server logs reviewed for investigation
160,282,Patrol radio used during response coordination
275,460,Network security logs reviewed
234,378,Patrol radio used during response coordination
172,85,Video recording checked during investigation
400,383,Incident report printed from this device
204,361,Patrol radio used during response coordination
11,315,Server logs reviewed for investigation
79,156,Alarm panel alert connected to the response
387,499,Door controller event related to the incident
344,54,Network device checked during response
253,90,Server logs reviewed for investigation
106,163,Incident report printed from this device
235,5,Network security logs reviewed
296,151,Alarm panel alert connected to the response
325,48,Security workstation used for incident documentation
356,447,Door controller event related to the incident
390,433,Network device checked during response
450,291,Server logs reviewed for investigation
325,448,Video recording checked during investigation
465,177,Patrol radio used during response coordination
315,445,CCTV footage reviewed for this incident
304,66,Server logs reviewed for investigation
123,230,Server logs reviewed for investigation
347,158,Network device checked during response
461,337,Network security logs reviewed
482,190,Alarm panel alert connected to the response
152,183,Incident report printed from this device
131,259,Network security logs reviewed
19,350,Network security logs reviewed
122,162,Network device checked during response
211,494,Security workstation used for incident documentation
499,113,Server logs reviewed for investigation
477,358,Alarm panel alert connected to the response
449,112,Network device checked during response
168,24,Incident report printed from this device
112,451,Badge reader logs used for access verification
479,403,Incident report printed from this device
233,240,Incident report printed from this device
256,333,Badge reader logs used for access verification
338,65,Patrol radio used during response coordination
85,458,Badge reader logs used for access verification
300,224,Server logs reviewed for investigation
356,161,Server logs reviewed for investigation
91,172,Incident report printed from this device
391,452,Door controller event related to the incident
26,35,Door controller event related to the incident
31,328,Patrol radio used during response coordination
219,65,Patrol radio used during response coordination
162,85,Video recording checked during investigation
72,482,Incident report printed from this device
236,174,Network security logs reviewed
363,301,Video recording checked during investigation
199,116,CCTV footage reviewed for this incident
438,333,Badge reader logs used for access verification
278,426,Patrol radio used during response coordination
368,355,Network security logs reviewed
82,302,Incident report printed from this device
170,456,Door controller event related to the incident
51,328,Patrol radio used during response coordination
364,401,Alarm panel alert connected to the response
365,134,Badge reader logs used for access verification
325,207,Badge reader logs used for access verification
469,413,Video recording checked during investigation
459,179,Video recording checked during investigation
178,285,Badge reader logs used for access verification
319,355,Network security logs reviewed
473,156,Alarm panel alert connected to the response
410,413,Video recording checked during investigation
224,395,Video recording checked during investigation
350,129,CCTV footage reviewed for this incident
214,26,Network device checked during response
174,31,Network device checked during response
69,410,CCTV network switch checked during response
60,310,Network security logs reviewed
261,407,Patrol radio used during response coordination
188,420,CCTV footage reviewed for this incident
317,253,Patrol radio used during response coordination
66,282,Patrol radio used during response coordination
111,232,CCTV network switch checked during response
139,473,Video recording checked during investigation
54,104,CCTV network switch checked during response
153,166,Security workstation used for incident documentation
416,89,Network device checked during response
187,31,Network device checked during response
179,356,Alarm panel alert connected to the response
93,93,CCTV footage reviewed for this incident
41,428,CCTV footage reviewed for this incident
225,64,Alarm panel alert connected to the response
225,376,Patrol radio used during response coordination
333,61,Patrol radio used during response coordination
480,328,Patrol radio used during response coordination
132,226,Network device checked during response
293,369,Video recording checked during investigation
150,92,Badge reader logs used for access verification
426,299,Badge reader logs used for access verification
478,166,Security workstation used for incident documentation
408,207,Badge reader logs used for access verification
145,56,Network security logs reviewed
241,335,CCTV network switch checked during response
172,285,Badge reader logs used for access verification
490,41,Network device checked during response
266,165,Server logs reviewed for investigation
215,83,Network device checked during response
166,279,Security workstation used for incident documentation
24,346,Door controller event related to the incident
92,342,Badge reader logs used for access verification
321,22,Server logs reviewed for investigation
251,47,CCTV footage reviewed for this incident
11,107,Video recording checked during investigation
349,321,Badge reader logs used for access verification
186,365,Security workstation used for incident documentation
480,265,Network device checked during response
122,106,Network device checked during response
297,451,Badge reader logs used for access verification
222,286,Door controller event related to the incident
490,57,Video recording checked during investigation
263,210,CCTV footage reviewed for this incident
3,28,Video recording checked during investigation
325,164,CCTV footage reviewed for this incident
175,152,Security workstation used for incident documentation
438,235,Network security logs reviewed
91,260,Alarm panel alert connected to the response
147,10,CCTV footage reviewed for this incident
463,373,Door controller event related to the incident
52,438,Network security logs reviewed
126,88,Alarm panel alert connected to the response
207,307,Patrol radio used during response coordination
315,12,Video recording checked during investigation
58,330,Incident report printed from this device
237,10,CCTV footage reviewed for this incident
259,317,Door controller event related to the incident
241,192,Security workstation used for incident documentation
294,304,Video recording checked during investigation
475,192,Security workstation used for incident documentation
222,81,Alarm panel alert connected to the response
312,9,Alarm panel alert connected to the response
171,230,Server logs reviewed for investigation
33,402,CCTV network switch checked during response
107,27,CCTV footage reviewed for this incident
1,342,Badge reader logs used for access verification
362,315,Server logs reviewed for investigation
420,424,CCTV network switch checked during response
80,413,Video recording checked during investigation
105,136,Network security logs reviewed
368,276,Incident report printed from this device
243,358,Alarm panel alert connected to the response
23,258,Network device checked during response
55,272,Network security logs reviewed
54,384,CCTV network switch checked during response
495,200,Network security logs reviewed
162,370,Security workstation used for incident documentation
306,66,Server logs reviewed for investigation
12,176,Security workstation used for incident documentation
378,8,Badge reader logs used for access verification
55,437,Network security logs reviewed
360,14,Patrol radio used during response coordination
404,209,Alarm panel alert connected to the response
237,335,CCTV network switch checked during response
282,229,Alarm panel alert connected to the response
153,243,Patrol radio used during response coordination
220,238,Server logs reviewed for investigation
420,483,CCTV network switch checked during response
273,32,Incident report printed from this device
181,156,Alarm panel alert connected to the response
47,134,Badge reader logs used for access verification
385,237,Alarm panel alert connected to the response
279,360,Security workstation used for incident documentation
47,15,Video recording checked during investigation
326,204,Incident report printed from this device
497,414,Video recording checked during investigation
449,495,CCTV network switch checked during response
81,393,Security workstation used for incident documentation
195,132,Video recording checked during investigation
59,78,Incident report printed from this device
67,112,Network device checked during response
380,420,CCTV footage reviewed for this incident
61,485,Door controller event related to the incident
249,114,Network device checked during response
25,128,Network security logs reviewed
180,38,CCTV network switch checked during response
214,183,Incident report printed from this device
89,311,Incident report printed from this device
101,357,Badge reader logs used for access verification
346,177,Patrol radio used during response coordination
147,300,Network device checked during response
113,343,Security workstation used for incident documentation
176,441,Security workstation used for incident documentation
447,353,Video recording checked during investigation
388,119,Security workstation used for incident documentation
203,57,Video recording checked during investigation
373,428,CCTV footage reviewed for this incident
19,472,CCTV footage reviewed for this incident
45,105,Network device checked during response
447,407,Patrol radio used during response coordination
452,272,Network security logs reviewed
276,301,Video recording checked during investigation
459,285,Badge reader logs used for access verification
467,46,Alarm panel alert connected to the response
387,246,Patrol radio used during response coordination
389,116,CCTV footage reviewed for this incident
248,111,Patrol radio used during response coordination
459,53,Door controller event related to the incident
246,208,Server logs reviewed for investigation
209,481,Door controller event related to the incident
67,182,Door controller event related to the incident
61,5,Network security logs reviewed
53,59,Incident report printed from this device
359,264,CCTV network switch checked during response
388,20,Server logs reviewed for investigation
3,488,Badge reader logs used for access verification
226,45,Server logs reviewed for investigation
398,125,Security workstation used for incident documentation
484,262,Patrol radio used during response coordination
221,183,Incident report printed from this device
225,29,Badge reader logs used for access verification
32,1,Door controller event related to the incident
247,64,Alarm panel alert connected to the response
112,348,Patrol radio used during response coordination
224,164,CCTV footage reviewed for this incident
91,138,Video recording checked during investigation
98,403,Incident report printed from this device
35,366,Video recording checked during investigation
204,473,Video recording checked during investigation
19,88,Alarm panel alert connected to the response
437,41,Network device checked during response
380,443,Network device checked during response
206,99,Server logs reviewed for investigation
418,308,Door controller event related to the incident
6,139,Security workstation used for incident documentation
32,305,CCTV footage reviewed for this incident
419,366,Video recording checked during investigation
400,104,CCTV network switch checked during response
128,396,Door controller event related to the incident
102,486,Security workstation used for incident documentation
84,219,CCTV network switch checked during response
94,282,Patrol radio used during response coordination
120,495,CCTV network switch checked during response
399,282,Patrol radio used during response coordination
375,304,Video recording checked during investigation
127,440,Network security logs reviewed
468,235,Network security logs reviewed
86,8,Badge reader logs used for access verification
133,364,Door controller event related to the incident
342,42,Security workstation used for incident documentation
221,12,Video recording checked during investigation
380,450,CCTV footage reviewed for this incident
341,289,Network security logs reviewed
234,265,Network device checked during response
5,2,Badge reader logs used for access verification
426,382,Network security logs reviewed
14,474,Network device checked during response
253,299,Badge reader logs used for access verification
73,462,CCTV footage reviewed for this incident
489,304,Video recording checked during investigation
75,261,Patrol radio used during response coordination
89,226,Network device checked during response
428,196,Video recording checked during investigation
232,427,Door controller event related to the incident
238,405,Incident report printed from this device
132,58,Incident report printed from this device
430,401,Alarm panel alert connected to the response
246,463,Network device checked during response
122,425,Network device checked during response
408,307,Patrol radio used during response coordination
388,396,Door controller event related to the incident
213,465,CCTV footage reviewed for this incident
237,491,Incident report printed from this device
145,232,CCTV network switch checked during response
41,168,CCTV network switch checked during response
71,485,Door controller event related to the incident
170,148,Door controller event related to the incident
479,398,CCTV network switch checked during response
119,111,Patrol radio used during response coordination
309,433,Network device checked during response
32,168,CCTV network switch checked during response
402,444,Badge reader logs used for access verification
184,448,Video recording checked during investigation
248,53,Door controller event related to the incident
251,261,Patrol radio used during response coordination
475,306,Alarm panel alert connected to the response
287,123,Badge reader logs used for access verification
74,103,CCTV footage reviewed for this incident
243,172,Incident report printed from this device
208,391,CCTV network switch checked during response
322,333,Badge reader logs used for access verification
200,109,Server logs reviewed for investigation
475,122,Patrol radio used during response coordination
318,145,Incident report printed from this device
278,61,Patrol radio used during response coordination
250,242,Network device checked during response
376,440,Network security logs reviewed
259,98,Incident report printed from this device
306,395,Video recording checked during investigation
246,496,Network security logs reviewed
246,59,Incident report printed from this device
307,78,Incident report printed from this device
489,20,Server logs reviewed for investigation
403,301,Video recording checked during investigation
436,342,Badge reader logs used for access verification
244,344,Patrol radio used during response coordination
233,348,Patrol radio used during response coordination
260,26,Network device checked during response
194,46,Alarm panel alert connected to the response
120,299,Badge reader logs used for access verification
389,496,Network security logs reviewed
477,463,Network device checked during response
187,449,CCTV footage reviewed for this incident
361,454,Server logs reviewed for investigation
128,298,Patrol radio used during response coordination
81,188,Video recording checked during investigation
443,209,Alarm panel alert connected to the response
9,177,Patrol radio used during response coordination
479,303,Alarm panel alert connected to the response
144,406,Alarm panel alert connected to the response
387,138,Video recording checked during investigation
119,36,Badge reader logs used for access verification
360,127,Badge reader logs used for access verification
50,145,Incident report printed from this device
302,483,CCTV network switch checked during response
423,62,CCTV footage reviewed for this incident
1,85,Video recording checked during investigation
402,273,CCTV footage reviewed for this incident
477,36,Badge reader logs used for access verification
347,341,Server logs reviewed for investigation
341,105,Network device checked during response
88,202,Network device checked during response
248,469,Network device checked during response
298,231,Network device checked during response
81,44,Patrol radio used during response coordination
31,316,CCTV network switch checked during response
327,114,Network device checked during response
121,480,Incident report printed from this device
388,18,Network device checked during response
55,81,Alarm panel alert connected to the response
430,319,CCTV network switch checked during response
353,142,Video recording checked during investigation
493,148,Door controller event related to the incident
53,42,Security workstation used for incident documentation
56,101,Video recording checked during investigation
350,239,Incident report printed from this device
246,33,Video recording checked during investigation
369,22,Server logs reviewed for investigation
184,303,Alarm panel alert connected to the response
238,329,Badge reader logs used for access verification
479,16,Incident report printed from this device
257,341,Server logs reviewed for investigation
456,114,Network device checked during response
8,149,Door controller event related to the incident
170,201,Network device checked during response
197,221,CCTV footage reviewed for this incident
218,139,Security workstation used for incident documentation
385,64,Alarm panel alert connected to the response
427,26,Network device checked during response
340,60,Network device checked during response
477,309,Incident report printed from this device
176,3,Video recording checked during investigation
216,418,Badge reader logs used for access verification
81,98,Incident report printed from this device
218,197,CCTV footage reviewed for this incident
366,397,Video recording checked during investigation
402,351,Server logs reviewed for investigation
195,453,CCTV footage reviewed for this incident
260,418,Badge reader logs used for access verification
337,200,Network security logs reviewed
333,6,Video recording checked during investigation
256,141,Security workstation used for incident documentation
245,125,Security workstation used for incident documentation
303,350,Network security logs reviewed
253,267,Badge reader logs used for access verification
291,366,Video recording checked during investigation
124,320,Server logs reviewed for investigation
395,174,Network security logs reviewed
159,425,Network device checked during response
333,153,Security workstation used for incident documentation
92,488,Badge reader logs used for access verification
90,284,Patrol radio used during response coordination
82,151,Alarm panel alert connected to the response
80,111,Patrol radio used during response coordination
327,97,Door controller event related to the incident
296,500,Patrol radio used during response coordination
164,417,Security workstation used for incident documentation
305,111,Patrol radio used during response coordination
310,424,CCTV network switch checked during response
372,272,Network security logs reviewed
85,375,Network device checked during response
2,231,Network device checked during response
333,31,Network device checked during response
120,200,Network security logs reviewed
293,333,Badge reader logs used for access verification
277,146,CCTV network switch checked during response
62,127,Badge reader logs used for access verification
304,127,Badge reader logs used for access verification
87,291,Server logs reviewed for investigation
88,94,Patrol radio used during response coordination
292,337,Network security logs reviewed
135,12,Video recording checked during investigation
335,395,Video recording checked during investigation
99,175,Badge reader logs used for access verification
292,438,Network security logs reviewed
98,84,Incident report printed from this device
135,364,Door controller event related to the incident
172,456,Door controller event related to the incident
94,482,Incident report printed from this device
219,238,Server logs reviewed for investigation
145,430,Video recording checked during investigation
269,157,Badge reader logs used for access verification
196,204,Incident report printed from this device
131,321,Badge reader logs used for access verification
77,255,Patrol radio used during response coordination
55,282,Patrol radio used during response coordination
400,164,CCTV footage reviewed for this incident
405,220,Alarm panel alert connected to the response
202,482,Incident report printed from this device
55,38,CCTV network switch checked during response
467,63,Video recording checked during investigation
230,215,CCTV network switch checked during response
37,221,CCTV footage reviewed for this incident
244,473,Video recording checked during investigation
161,411,Door controller event related to the incident
153,167,Patrol radio used during response coordination
219,172,Incident report printed from this device
431,57,Video recording checked during investigation
226,126,Security workstation used for incident documentation
48,97,Door controller event related to the incident
72,477,Video recording checked during investigation
338,214,Alarm panel alert connected to the response
44,189,Server logs reviewed for investigation
164,367,Security workstation used for incident documentation
328,420,CCTV footage reviewed for this incident
408,233,Patrol radio used during response coordination
257,467,Patrol radio used during response coordination
99,485,Door controller event related to the incident
270,484,CCTV footage reviewed for this incident
265,413,Video recording checked during investigation
136,376,Patrol radio used during response coordination
62,475,Video recording checked during investigation
18,143,Video recording checked during investigation
388,242,Network device checked during response
411,443,Network device checked during response
492,141,Security workstation used for incident documentation
443,437,Network security logs reviewed
172,16,Incident report printed from this device
324,7,Security workstation used for incident documentation
66,51,CCTV footage reviewed for this incident
432,188,Video recording checked during investigation
413,286,Door controller event related to the incident
68,93,CCTV footage reviewed for this incident
186,239,Incident report printed from this device
115,25,Server logs reviewed for investigation
33,433,Network device checked during response
496,141,Security workstation used for incident documentation
101,120,Network device checked during response
102,458,Badge reader logs used for access verification
270,40,Server logs reviewed for investigation
52,274,Server logs reviewed for investigation
307,406,Alarm panel alert connected to the response
418,236,CCTV footage reviewed for this incident
82,492,Incident report printed from this device
16,123,Badge reader logs used for access verification
273,310,Network security logs reviewed
125,255,Patrol radio used during response coordination
358,126,Security workstation used for incident documentation
292,16,Incident report printed from this device
447,168,CCTV network switch checked during response
237,242,Network device checked during response
94,208,Server logs reviewed for investigation
145,438,Network security logs reviewed
500,183,Incident report printed from this device
127,199,Network device checked during response
333,342,Badge reader logs used for access verification
202,87,CCTV network switch checked during response
303,371,Incident report printed from this device
129,464,Door controller event related to the incident
345,145,Incident report printed from this device
20,224,Server logs reviewed for investigation
454,422,Door controller event related to the incident
173,426,Patrol radio used during response coordination
139,488,Badge reader logs used for access verification
364,493,Network security logs reviewed
22,415,Server logs reviewed for investigation
176,122,Patrol radio used during response coordination
456,188,Video recording checked during investigation
269,45,Server logs reviewed for investigation
179,207,Badge reader logs used for access verification
81,179,Video recording checked during investigation
228,32,Incident report printed from this device
211,162,Network device checked during response
181,268,Security workstation used for incident documentation
114,53,Door controller event related to the incident
337,219,CCTV network switch checked during response
197,322,Badge reader logs used for access verification
332,72,Network security logs reviewed
299,44,Patrol radio used during response coordination
28,105,Network device checked during response
489,245,CCTV footage reviewed for this incident
407,145,Incident report printed from this device
330,206,CCTV footage reviewed for this incident
286,436,Door controller event related to the incident
440,379,Alarm panel alert connected to the response
6,412,Network device checked during response
309,160,Network security logs reviewed
428,134,Badge reader logs used for access verification
179,251,CCTV footage reviewed for this incident
198,459,Video recording checked during investigation
485,37,CCTV footage reviewed for this incident
315,94,Patrol radio used during response coordination
238,209,Alarm panel alert connected to the response
138,129,CCTV footage reviewed for this incident
497,89,Network device checked during response
478,42,Security workstation used for incident documentation
180,45,Server logs reviewed for investigation
351,104,CCTV network switch checked during response
24,281,Door controller event related to the incident
457,64,Alarm panel alert connected to the response
96,378,Patrol radio used during response coordination
388,286,Door controller event related to the incident
441,354,Badge reader logs used for access verification
29,289,Network security logs reviewed
252,341,Server logs reviewed for investigation
297,465,CCTV footage reviewed for this incident
396,422,Door controller event related to the incident
259,496,Network security logs reviewed
307,130,Network security logs reviewed
417,58,Incident report printed from this device
308,95,CCTV network switch checked during response
39,268,Security workstation used for incident documentation
427,372,Security workstation used for incident documentation
296,408,Alarm panel alert connected to the response
437,389,Video recording checked during investigation
478,256,CCTV footage reviewed for this incident
46,126,Security workstation used for incident documentation
14,326,Door controller event related to the incident
398,147,Security workstation used for incident documentation
342,72,Network security logs reviewed
451,247,CCTV footage reviewed for this incident
484,142,Video recording checked during investigation
312,115,Network security logs reviewed
458,330,Incident report printed from this device
419,453,CCTV footage reviewed for this incident
374,232,CCTV network switch checked during response
274,483,CCTV network switch checked during response
61,430,Video recording checked during investigation
407,273,CCTV footage reviewed for this incident
131,302,Incident report printed from this device
250,142,Video recording checked during investigation
271,114,Network device checked during response
433,230,Server logs reviewed for investigation
284,171,Patrol radio used during response coordination
127,467,Patrol radio used during response coordination
264,5,Network security logs reviewed
411,495,CCTV network switch checked during response
81,280,Door controller event related to the incident
427,118,Incident report printed from this device
192,244,Door controller event related to the incident
32,189,Server logs reviewed for investigation
400,1,Door controller event related to the incident
268,155,CCTV footage reviewed for this incident
379,296,Badge reader logs used for access verification
337,278,Patrol radio used during response coordination
417,203,Door controller event related to the incident
186,272,Network security logs reviewed
449,403,Incident report printed from this device
439,348,Patrol radio used during response coordination
324,198,Server logs reviewed for investigation
371,176,Security workstation used for incident documentation
187,342,Badge reader logs used for access verification
474,124,Network security logs reviewed
350,337,Network security logs reviewed
120,170,Network security logs reviewed
291,147,Security workstation used for incident documentation
23,176,Security workstation used for incident documentation
66,222,Patrol radio used during response coordination
430,207,Badge reader logs used for access verification
389,330,Incident report printed from this device
272,222,Patrol radio used during response coordination
30,299,Badge reader logs used for access verification
29,163,Incident report printed from this device
328,130,Network security logs reviewed
116,353,Video recording checked during investigation
199,297,Network security logs reviewed
36,341,Server logs reviewed for investigation
463,434,CCTV network switch checked during response
195,428,CCTV footage reviewed for this incident
108,294,Network device checked during response
402,371,Incident report printed from this device
273,320,Server logs reviewed for investigation
61,68,Server logs reviewed for investigation
469,355,Network security logs reviewed
302,438,Network security logs reviewed
131,441,Security workstation used for incident documentation
379,301,Video recording checked during investigation
428,448,Video recording checked during investigation
82,115,Network security logs reviewed
125,304,Video recording checked during investigation
188,427,Door controller event related to the incident
242,366,Video recording checked during investigation
293,187,Server logs reviewed for investigation
312,6,Video recording checked during investigation
441,47,CCTV footage reviewed for this incident
105,262,Patrol radio used during response coordination
394,129,CCTV footage reviewed for this incident
228,152,Security workstation used for incident documentation
496,387,Patrol radio used during response coordination
269,126,Security workstation used for incident documentation
113,472,CCTV footage reviewed for this incident
102,340,Patrol radio used during response coordination
125,146,CCTV network switch checked during response
80,61,Patrol radio used during response coordination
253,442,CCTV footage reviewed for this incident
245,206,CCTV footage reviewed for this incident
381,81,Alarm panel alert connected to the response
212,200,Network security logs reviewed
123,244,Door controller event related to the incident
155,431,CCTV network switch checked during response
314,260,Alarm panel alert connected to the response
407,482,Incident report printed from this device
356,477,Video recording checked during investigation
234,459,Video recording checked during investigation
435,337,Network security logs reviewed
462,131,Door controller event related to the incident
73,175,Badge reader logs used for access verification
342,463,Network device checked during response
282,67,CCTV network switch checked during response
267,141,Security workstation used for incident documentation
192,88,Alarm panel alert connected to the response
241,20,Server logs reviewed for investigation
492,102,Video recording checked during investigation
25,454,Server logs reviewed for investigation
167,210,CCTV footage reviewed for this incident
139,40,Server logs reviewed for investigation
92,278,Patrol radio used during response coordination
234,135,CCTV network switch checked during response
199,169,Video recording checked during investigation
206,20,Server logs reviewed for investigation
295,227,Video recording checked during investigation
192,290,Door controller event related to the incident
94,407,Patrol radio used during response coordination
399,25,Server logs reviewed for investigation
5,282,Patrol radio used during response coordination
303,269,Badge reader logs used for access verification
212,340,Patrol radio used during response coordination
445,170,Network security logs reviewed
394,141,Security workstation used for incident documentation
69,235,Network security logs reviewed
107,417,Security workstation used for incident documentation
290,288,CCTV footage reviewed for this incident
145,245,CCTV footage reviewed for this incident
375,74,Video recording checked during investigation
474,284,Patrol radio used during response coordination
352,230,Server logs reviewed for investigation
12,385,CCTV network switch checked during response
241,163,Incident report printed from this device
401,430,Video recording checked during investigation
140,279,Security workstation used for incident documentation
282,257,Network device checked during response
40,405,Incident report printed from this device
298,48,Security workstation used for incident documentation
317,161,Server logs reviewed for investigation
386,88,Alarm panel alert connected to the response
94,215,CCTV network switch checked during response
181,264,CCTV network switch checked during response
310,359,Door controller event related to the incident
208,331,Alarm panel alert connected to the response
38,13,Door controller event related to the incident
389,265,Network device checked during response
255,153,Security workstation used for incident documentation
131,54,Network device checked during response
63,72,Network security logs reviewed
443,280,Door controller event related to the incident
221,155,CCTV footage reviewed for this incident
448,463,Network device checked during response
498,332,Incident report printed from this device
444,247,CCTV footage reviewed for this incident
77,275,Incident report printed from this device
108,107,Video recording checked during investigation
167,140,Incident report printed from this device
294,211,Network device checked during response
351,425,Network device checked during response
158,427,Door controller event related to the incident
