log_id,user_id,access_type,location,access_time,status,ip_address
10391,228,Room Access,Gym,2025-05-09,Success,192.168.134.222
10392,20,Room Access,Floor 3,2025-09-27,Failed,192.168.237.165
10393,99,System Login,Floor 2,2026-02-06,Success,192.168.255.109
10394,440,System Login,Lobby,2025-06-19,Failed,192.168.141.74
10395,493,System Login,Floor 2,2026-02-11,Failed,192.168.230.216
10396,161,System Login,Reception,2024-02-20,Failed,192.168.52.38
10397,409,Server Room Access,Floor 1,2026-02-15,Success,192.168.205.12
10398,214,System Login,Reception,2024-09-02,Denied,192.168.190.248
10399,248,Room Access,Back Gate,2025-01-24,Denied,192.168.190.118
10400,29,Room Access,Gym,2024-04-14,Failed,192.168.219.135
10401,105,Server Room Access,Server Room,2024-07-03,Failed,192.168.36.149
10402,413,System Login,Main Gate,2025-05-23,Success,192.168.29.183
10403,216,System Login,Floor 3,2024-01-08,Denied,192.168.209.179
10404,303,System Login,Reception,2024-07-08,Failed,192.168.127.232
10405,298,System Login,Lobby,2026-02-07,Failed,192.168.141.10
10406,357,Room Access,Floor 3,2025-11-18,Denied,192.168.127.191
10407,17,System Login,Floor 1,2024-01-14,Failed,192.168.102.63
10408,91,Server Room Access,Storage,2025-08-13,Denied,192.168.48.202
10409,135,Server Room Access,Floor 1,2024-08-10,Denied,192.168.20.36
10410,237,Server Room Access,Parking,2026-02-04,Denied,192.168.85.104
10411,87,Server Room Access,Floor 1,2024-12-24,Success,192.168.176.58
10412,335,Room Access,Gym,2025-09-08,Failed,192.168.45.24
10413,155,Server Room Access,Gym,2025-01-04,Denied,192.168.120.3
10414,326,Room Access,Parking,2025-08-09,Success,192.168.66.76
10415,173,Server Room Access,Reception,2025-03-19,Success,192.168.66.250
10416,44,Room Access,Pool,2025-08-13,Success,192.168.199.117
10417,445,Room Access,Parking,2024-03-14,Success,192.168.85.241
10418,480,System Login,Gym,2024-10-13,Success,192.168.246.26
10419,137,Server Room Access,Back Gate,2024-06-10,Failed,192.168.192.50
10420,335,Room Access,Floor 1,2025-08-27,Failed,192.168.90.104
10421,240,Room Access,Floor 2,2025-03-25,Success,192.168.237.40
10422,123,System Login,Main Gate,2026-01-17,Denied,192.168.85.244
10423,288,System Login,Server Room,2024-01-02,Success,192.168.244.246
10424,269,System Login,Server Room,2025-08-15,Failed,192.168.213.248
10425,267,System Login,Gym,2024-09-25,Denied,192.168.125.112
10426,116,Server Room Access,Parking,2026-03-23,Failed,192.168.11.234
10427,317,Server Room Access,Kitchen,2024-07-17,Success,192.168.191.68
10428,108,Server Room Access,Lobby,2025-04-10,Failed,192.168.161.176
10429,190,Room Access,Gym,2026-01-07,Failed,192.168.138.84
10430,403,Server Room Access,Gym,2024-05-06,Denied,192.168.219.118
10431,168,Room Access,Conference Room,2026-02-15,Failed,192.168.141.13
10432,457,Room Access,Kitchen,2025-10-24,Failed,192.168.98.178
10433,245,Server Room Access,Server Room,2025-09-06,Success,192.168.13.15
10434,124,System Login,Floor 2,2025-08-05,Failed,192.168.62.173
10435,462,System Login,Reception,2026-04-13,Denied,192.168.92.23
10436,284,Server Room Access,Pool,2024-07-09,Denied,192.168.245.82
10437,342,Server Room Access,Gym,2026-03-07,Denied,192.168.203.92
10438,302,System Login,Floor 3,2024-05-12,Failed,192.168.209.24
10439,500,Room Access,Gym,2025-04-25,Success,192.168.180.56
10440,11,Server Room Access,Parking,2025-12-19,Failed,192.168.15.15
10441,137,System Login,Main Gate,2025-07-25,Denied,192.168.206.64
10442,95,Room Access,Back Gate,2025-07-21,Failed,192.168.201.93
10443,290,System Login,Gym,2026-03-24,Failed,192.168.178.129
10444,66,Room Access,Kitchen,2024-02-14,Denied,192.168.89.83
10445,337,Room Access,Server Room,2024-10-03,Failed,192.168.197.82
10446,332,System Login,Kitchen,2025-08-07,Success,192.168.200.34
10447,468,Room Access,Conference Room,2024-10-30,Success,192.168.177.25
10448,195,System Login,Back Gate,2025-02-28,Failed,192.168.22.91
10449,284,Room Access,Server Room,2025-06-15,Denied,192.168.110.16
10450,349,Room Access,Server Room,2024-07-15,Success,192.168.39.12
10451,62,Room Access,Pool,2024-04-14,Denied,192.168.93.122
10452,347,Server Room Access,Parking,2024-12-17,Denied,192.168.69.6
10453,275,Server Room Access,Floor 2,2026-04-28,Success,192.168.132.86
10454,253,Room Access,Reception,2025-12-27,Failed,192.168.179.134
10455,43,Room Access,Floor 2,2025-09-27,Failed,192.168.242.90
10456,106,Room Access,Pool,2024-05-28,Success,192.168.220.25
10457,92,Server Room Access,Kitchen,2024-05-09,Success,192.168.167.167
10458,78,System Login,Lobby,2025-04-16,Success,192.168.225.43
10459,338,Room Access,Floor 3,2026-02-25,Failed,192.168.177.25
10460,348,Room Access,Reception,2024-03-14,Denied,192.168.136.200
10461,205,System Login,Conference Room,2025-01-18,Failed,192.168.173.60
10462,320,System Login,Conference Room,2024-06-15,Failed,192.168.226.136
10463,317,Room Access,Gym,2024-07-03,Success,192.168.233.237
10464,6,System Login,Server Room,2025-05-21,Success,192.168.75.170
10465,298,Server Room Access,Conference Room,2024-10-10,Success,192.168.12.247
10466,254,Server Room Access,Parking,2024-05-07,Failed,192.168.90.52
10467,428,Room Access,Reception,2024-06-24,Denied,192.168.138.187
10468,339,Room Access,Floor 2,2025-04-11,Failed,192.168.170.193
10469,196,System Login,Floor 2,2025-01-10,Failed,192.168.215.60
10470,276,Room Access,Lobby,2025-10-28,Denied,192.168.98.137
10471,59,Room Access,Reception,2024-09-11,Denied,192.168.191.246
10472,360,Server Room Access,Storage,2025-07-25,Denied,192.168.150.140
10473,441,System Login,Floor 1,2024-03-19,Failed,192.168.165.52
10474,208,System Login,Gym,2026-01-29,Failed,192.168.95.35
10475,480,Server Room Access,Parking,2025-04-30,Denied,192.168.6.233
10476,221,System Login,Conference Room,2024-07-17,Failed,192.168.68.12
10477,315,System Login,Back Gate,2025-03-02,Failed,192.168.254.16
10478,466,System Login,Reception,2024-09-07,Success,192.168.240.197
10479,248,System Login,Pool,2024-09-20,Failed,192.168.24.165
10480,26,Room Access,Gym,2025-09-04,Success,192.168.221.47
10481,53,Room Access,Pool,2024-12-29,Success,192.168.225.84
10482,121,Room Access,Pool,2024-04-17,Denied,192.168.4.16
10483,392,Room Access,Floor 2,2026-03-21,Failed,192.168.64.40
10484,500,System Login,Floor 2,2024-07-24,Denied,192.168.115.154
10485,348,System Login,Conference Room,2025-05-26,Failed,192.168.130.50
10486,80,Server Room Access,Parking,2024-05-19,Success,192.168.254.83
10487,109,Room Access,Main Gate,2025-04-08,Denied,192.168.20.132
10488,206,System Login,Main Gate,2026-04-09,Failed,192.168.154.164
10489,44,Server Room Access,Kitchen,2024-07-02,Denied,192.168.5.69
10490,496,Server Room Access,Floor 1,2025-01-03,Success,192.168.187.144
10491,281,System Login,Storage,2024-10-12,Success,192.168.222.121
10492,173,System Login,Gym,2024-07-08,Failed,192.168.173.157
10493,498,System Login,Pool,2024-08-03,Denied,192.168.59.90
10494,271,System Login,Lobby,2025-05-18,Denied,192.168.145.169
10495,46,Server Room Access,Lobby,2025-01-04,Denied,192.168.82.107
10496,49,Server Room Access,Parking,2025-04-14,Denied,192.168.153.67
10497,13,Server Room Access,Floor 1,2026-01-12,Failed,192.168.228.197
10498,435,Server Room Access,Kitchen,2024-09-12,Denied,192.168.224.143
10499,393,Room Access,Reception,2025-12-19,Failed,192.168.243.217
10500,228,Room Access,Floor 3,2025-03-25,Failed,192.168.65.44
10501,184,Room Access,Back Gate,2025-01-03,Denied,192.168.145.81
10502,471,Server Room Access,Back Gate,2024-06-02,Success,192.168.89.225
10503,44,Room Access,Main Gate,2024-01-07,Denied,192.168.167.151
10504,253,Room Access,Main Gate,2026-02-16,Success,192.168.65.68
10505,433,Server Room Access,Kitchen,2024-01-27,Denied,192.168.211.187
10506,76,Room Access,Floor 1,2025-11-24,Failed,192.168.43.91
10507,289,Server Room Access,Floor 2,2024-12-07,Failed,192.168.87.121
10508,404,Room Access,Floor 3,2026-01-26,Denied,192.168.47.237
10509,426,System Login,Reception,2026-04-12,Failed,192.168.44.16
10510,312,Server Room Access,Conference Room,2024-01-05,Success,192.168.202.245
10511,326,Server Room Access,Floor 2,2024-01-06,Success,192.168.111.184
10512,481,Room Access,Server Room,2024-03-26,Failed,192.168.253.123
10513,122,System Login,Gym,2025-01-12,Denied,192.168.252.33
10514,131,Server Room Access,Floor 2,2024-06-09,Failed,192.168.40.1
10515,466,Room Access,Kitchen,2024-11-02,Failed,192.168.234.169
10516,8,Server Room Access,Reception,2026-01-24,Failed,192.168.62.211
10517,17,Room Access,Gym,2025-07-16,Denied,192.168.31.94
10518,208,Server Room Access,Lobby,2025-08-14,Failed,192.168.106.157
10519,239,Room Access,Reception,2024-06-09,Success,192.168.93.123
10520,240,Server Room Access,Main Gate,2024-11-23,Success,192.168.53.172
10521,331,System Login,Floor 1,2025-07-08,Success,192.168.126.54
10522,421,System Login,Floor 1,2025-09-18,Success,192.168.248.254
10523,160,Room Access,Conference Room,2024-08-17,Success,192.168.216.48
10524,36,System Login,Kitchen,2025-03-06,Denied,192.168.251.230
10525,229,Room Access,Parking,2024-12-29,Denied,192.168.69.215
10526,428,System Login,Main Gate,2024-10-31,Denied,192.168.201.71
10527,167,Server Room Access,Main Gate,2024-08-15,Failed,192.168.145.158
10528,383,Room Access,Lobby,2026-01-10,Failed,192.168.238.19
10529,107,System Login,Main Gate,2024-01-21,Failed,192.168.247.11
10530,379,System Login,Floor 3,2025-06-15,Success,192.168.73.119
10531,86,Room Access,Gym,2024-01-08,Success,192.168.58.244
10532,22,Room Access,Conference Room,2026-02-03,Failed,192.168.25.203
10533,295,Room Access,Pool,2025-11-14,Failed,192.168.0.117
10534,358,System Login,Reception,2026-04-22,Success,192.168.94.219
10535,347,Server Room Access,Lobby,2025-11-21,Success,192.168.146.3
10536,333,Server Room Access,Conference Room,2025-01-19,Success,192.168.243.77
10537,59,Server Room Access,Parking,2026-04-30,Denied,192.168.178.211
10538,392,Room Access,Conference Room,2024-10-12,Success,192.168.93.70
10539,189,System Login,Main Gate,2026-02-22,Success,192.168.50.7
10540,479,System Login,Floor 2,2025-04-30,Denied,192.168.55.59
10541,474,Server Room Access,Gym,2024-12-08,Failed,192.168.18.34
10542,352,System Login,Back Gate,2025-03-15,Success,192.168.146.122
10543,7,Room Access,Parking,2025-08-10,Denied,192.168.219.192
10544,121,Room Access,Floor 2,2025-10-19,Failed,192.168.34.25
10545,230,Server Room Access,Storage,2025-07-07,Denied,192.168.62.250
10546,73,Server Room Access,Kitchen,2025-09-26,Denied,192.168.227.109
10547,33,Server Room Access,Gym,2026-01-31,Success,192.168.24.127
10548,162,Room Access,Parking,2026-01-05,Success,192.168.194.152
10549,47,System Login,Server Room,2025-08-03,Failed,192.168.254.139
10550,430,Server Room Access,Floor 1,2026-01-14,Success,192.168.175.138
10551,197,Server Room Access,Lobby,2026-02-25,Failed,192.168.150.240
10552,329,Room Access,Lobby,2024-09-17,Denied,192.168.125.178
10553,276,Room Access,Floor 3,2025-04-18,Failed,192.168.68.196
10554,210,Room Access,Floor 2,2026-03-05,Denied,192.168.53.182
10555,354,Room Access,Parking,2026-03-10,Denied,192.168.70.248
10556,149,Room Access,Parking,2025-09-17,Success,192.168.4.171
10557,61,Room Access,Floor 2,2025-03-17,Success,192.168.246.113
10558,4,Server Room Access,Lobby,2026-03-28,Denied,192.168.235.55
10559,123,System Login,Floor 1,2025-04-20,Success,192.168.156.96
10560,403,Server Room Access,Reception,2024-09-28,Denied,192.168.212.59
10561,320,Room Access,Lobby,2025-09-20,Denied,192.168.245.233
10562,339,Room Access,Reception,2024-05-29,Success,192.168.166.25
10563,325,Server Room Access,Gym,2024-09-06,Success,192.168.85.80
10564,305,Server Room Access,Pool,2024-04-02,Denied,192.168.176.182
10565,294,Room Access,Pool,2025-04-03,Failed,192.168.1.187
10566,492,Server Room Access,Kitchen,2024-03-29,Success,192.168.169.49
10567,231,Server Room Access,Lobby,2024-12-17,Success,192.168.203.67
10568,141,Room Access,Back Gate,2025-08-02,Failed,192.168.99.232
10569,103,Room Access,Floor 2,2025-12-05,Success,192.168.221.15
10570,282,Server Room Access,Main Gate,2025-07-07,Denied,192.168.29.50
10571,361,Server Room Access,Lobby,2024-08-07,Failed,192.168.117.203
10572,380,Room Access,Gym,2024-10-22,Denied,192.168.151.71
10573,499,Room Access,Server Room,2024-07-21,Denied,192.168.39.109
10574,102,System Login,Floor 2,2024-04-27,Failed,192.168.183.184
10575,60,Server Room Access,Floor 1,2025-05-09,Success,192.168.20.137
10576,241,System Login,Floor 3,2025-07-04,Failed,192.168.60.220
10577,356,Server Room Access,Back Gate,2026-03-12,Denied,192.168.253.178
10578,423,System Login,Floor 3,2024-01-29,Denied,192.168.233.76
10579,117,System Login,Lobby,2024-08-01,Denied,192.168.189.71
10580,392,Server Room Access,Storage,2026-04-09,Success,192.168.23.115
10581,243,Server Room Access,Back Gate,2025-01-20,Denied,192.168.94.99
10582,388,Room Access,Floor 1,2024-01-28,Denied,192.168.14.172
10583,181,System Login,Floor 1,2024-03-15,Denied,192.168.231.149
10584,455,Server Room Access,Back Gate,2025-10-22,Success,192.168.14.215
10585,168,System Login,Gym,2025-07-18,Denied,192.168.91.125
10586,401,Server Room Access,Back Gate,2025-11-26,Success,192.168.62.2
10587,195,Server Room Access,Kitchen,2025-07-21,Failed,192.168.215.214
10588,393,Room Access,Floor 3,2025-01-11,Denied,192.168.138.1
10589,57,Server Room Access,Server Room,2024-06-07,Success,192.168.196.65
10590,293,Server Room Access,Kitchen,2025-02-25,Failed,192.168.95.237
10591,254,System Login,Conference Room,2025-11-18,Failed,192.168.238.206
10592,393,Server Room Access,Floor 1,2026-01-28,Failed,192.168.250.221
10593,223,Room Access,Pool,2026-01-23,Failed,192.168.16.225
10594,299,Server Room Access,Lobby,2025-09-12,Failed,192.168.50.69
10595,411,Server Room Access,Main Gate,2024-07-01,Success,192.168.70.195
10596,255,Room Access,Floor 3,2024-12-11,Failed,192.168.232.179
10597,149,Room Access,Lobby,2024-07-14,Failed,192.168.165.71
10598,338,Server Room Access,Back Gate,2026-02-18,Failed,192.168.76.194
10599,292,Server Room Access,Server Room,2025-04-20,Denied,192.168.201.128
10600,2,Server Room Access,Gym,2026-03-20,Failed,192.168.117.95
10601,263,Server Room Access,Back Gate,2024-09-24,Denied,192.168.229.158
10602,295,Room Access,Back Gate,2026-01-02,Denied,192.168.70.203
10603,292,Server Room Access,Kitchen,2026-01-03,Denied,192.168.212.114
10604,91,Room Access,Floor 3,2025-12-19,Success,192.168.195.242
10605,298,Server Room Access,Gym,2025-10-30,Success,192.168.29.90
10606,45,System Login,Pool,2024-11-01,Failed,192.168.140.196
10607,407,Room Access,Parking,2026-04-11,Denied,192.168.118.70
10608,398,System Login,Floor 1,2025-04-21,Success,192.168.4.234
10609,201,Server Room Access,Parking,2024-05-05,Failed,192.168.193.224
10610,494,Room Access,Floor 1,2025-09-29,Success,192.168.124.124
10611,195,System Login,Storage,2024-04-16,Failed,192.168.75.249
10612,311,System Login,Gym,2026-04-04,Success,192.168.46.108
10613,79,Server Room Access,Conference Room,2024-12-16,Denied,192.168.197.117
10614,197,Room Access,Storage,2024-08-08,Failed,192.168.239.75
10615,142,Room Access,Reception,2025-06-18,Denied,192.168.49.190
10616,198,Server Room Access,Floor 3,2024-01-06,Denied,192.168.21.12
10617,334,Room Access,Floor 1,2024-02-06,Failed,192.168.29.93
10618,423,Server Room Access,Conference Room,2024-08-29,Denied,192.168.149.33
10619,231,Room Access,Pool,2025-06-13,Failed,192.168.183.72
10620,170,System Login,Pool,2024-02-02,Denied,192.168.46.240
10621,254,System Login,Parking,2024-08-30,Success,192.168.53.187
10622,224,Room Access,Reception,2025-06-05,Success,192.168.95.83
10623,478,System Login,Kitchen,2025-09-14,Denied,192.168.45.136
10624,372,Server Room Access,Floor 1,2025-12-08,Denied,192.168.42.142
10625,334,Room Access,Floor 3,2025-02-14,Denied,192.168.240.121
10626,130,Server Room Access,Pool,2024-10-26,Denied,192.168.222.52
10627,376,System Login,Reception,2025-06-04,Success,192.168.121.120
10628,101,Server Room Access,Pool,2025-09-01,Failed,192.168.215.243
10629,127,Room Access,Floor 3,2025-11-07,Failed,192.168.2.20
10630,232,Room Access,Kitchen,2024-06-16,Success,192.168.122.168
10631,379,Room Access,Pool,2024-07-09,Success,192.168.170.195
10632,492,System Login,Floor 3,2024-11-24,Success,192.168.244.178
10633,398,Room Access,Conference Room,2024-11-27,Failed,192.168.178.210
10634,254,Server Room Access,Parking,2024-06-28,Success,192.168.172.42
10635,489,System Login,Server Room,2025-08-22,Denied,192.168.108.227
10636,491,Room Access,Floor 1,2024-03-12,Failed,192.168.104.73
10637,200,Room Access,Storage,2025-12-25,Success,192.168.172.223
10638,312,System Login,Reception,2025-09-21,Denied,192.168.60.12
10639,302,System Login,Main Gate,2026-04-12,Success,192.168.239.160
10640,282,Room Access,Floor 1,2024-09-01,Denied,192.168.235.50
10641,215,Room Access,Back Gate,2025-11-30,Denied,192.168.227.79
10642,82,System Login,Storage,2024-02-05,Success,192.168.118.91
10643,178,Server Room Access,Gym,2026-04-16,Denied,192.168.205.75
10644,32,Room Access,Parking,2024-10-04,Denied,192.168.44.55
10645,322,System Login,Floor 1,2026-02-10,Success,192.168.138.227
10646,287,Room Access,Reception,2025-12-23,Denied,192.168.61.78
10647,359,Room Access,Storage,2025-09-30,Denied,192.168.7.125
10648,93,Server Room Access,Lobby,2024-03-11,Failed,192.168.105.153
10649,58,Server Room Access,Kitchen,2024-08-17,Denied,192.168.53.41
10650,440,System Login,Gym,2026-02-02,Denied,192.168.113.1
10651,138,Room Access,Reception,2024-01-29,Failed,192.168.109.239
10652,357,Room Access,Server Room,2025-10-23,Failed,192.168.200.84
10653,286,Server Room Access,Floor 1,2024-08-09,Failed,192.168.11.137
10654,81,System Login,Storage,2025-04-23,Failed,192.168.19.114
10655,49,Server Room Access,Back Gate,2024-03-31,Failed,192.168.105.232
10656,393,Server Room Access,Parking,2025-08-28,Denied,192.168.111.134
10657,430,System Login,Storage,2025-07-28,Success,192.168.114.82
10658,110,System Login,Main Gate,2025-08-15,Denied,192.168.165.198
10659,93,System Login,Lobby,2024-10-30,Success,192.168.167.174
10660,17,Room Access,Lobby,2025-03-01,Failed,192.168.217.46
10661,105,Room Access,Back Gate,2025-01-24,Denied,192.168.132.87
10662,297,Server Room Access,Lobby,2024-11-27,Denied,192.168.233.228
10663,208,System Login,Back Gate,2024-03-10,Failed,192.168.2.66
10664,309,System Login,Lobby,2024-01-06,Denied,192.168.103.4
10665,490,Room Access,Back Gate,2025-01-26,Denied,192.168.56.89
10666,410,Room Access,Gym,2024-02-20,Success,192.168.201.227
10667,204,System Login,Kitchen,2024-12-10,Failed,192.168.230.215
10668,56,Room Access,Gym,2025-11-04,Failed,192.168.53.136
10669,140,Server Room Access,Floor 1,2026-01-10,Success,192.168.208.195
10670,306,Server Room Access,Reception,2024-04-21,Failed,192.168.181.103
10671,373,Server Room Access,Pool,2026-03-01,Denied,192.168.202.127
10672,459,Server Room Access,Back Gate,2025-03-23,Denied,192.168.121.173
10673,225,System Login,Pool,2025-07-25,Failed,192.168.86.61
10674,173,Room Access,Parking,2025-05-02,Denied,192.168.184.115
10675,124,System Login,Pool,2025-03-28,Denied,192.168.189.202
10676,70,Room Access,Server Room,2025-10-29,Success,192.168.213.55
10677,125,Room Access,Floor 1,2024-06-06,Denied,192.168.63.37
10678,71,Room Access,Conference Room,2024-04-11,Failed,192.168.80.54
10679,106,Room Access,Gym,2026-01-24,Failed,192.168.244.218
10680,245,System Login,Conference Room,2024-09-28,Denied,192.168.221.236
10681,316,Room Access,Floor 2,2026-03-20,Denied,192.168.237.73
10682,249,Room Access,Storage,2025-04-15,Denied,192.168.97.124
10683,450,Room Access,Conference Room,2024-01-24,Success,192.168.189.141
10684,394,Room Access,Storage,2025-04-21,Failed,192.168.58.158
10685,494,System Login,Floor 3,2026-03-14,Failed,192.168.98.102
10686,184,Server Room Access,Back Gate,2026-03-28,Success,192.168.124.23
10687,469,Room Access,Kitchen,2025-05-07,Failed,192.168.182.76
10688,93,Room Access,Gym,2024-07-03,Success,192.168.205.236
10689,330,Server Room Access,Gym,2024-12-17,Success,192.168.51.165
10690,149,Room Access,Gym,2024-10-17,Failed,192.168.57.38
10691,136,Server Room Access,Pool,2025-10-18,Denied,192.168.196.41
10692,488,System Login,Gym,2025-03-16,Success,192.168.230.140
10693,119,Room Access,Storage,2024-05-08,Denied,192.168.188.218
10694,382,System Login,Lobby,2025-05-04,Denied,192.168.115.178
10695,162,Server Room Access,Reception,2025-12-30,Success,192.168.147.221
10696,104,Room Access,Lobby,2024-05-14,Success,192.168.126.40
10697,472,Server Room Access,Storage,2024-06-07,Denied,192.168.3.3
10698,369,System Login,Storage,2024-07-29,Failed,192.168.68.244
10699,467,System Login,Kitchen,2024-05-21,Failed,192.168.1.247
10700,242,Room Access,Floor 2,2026-03-15,Success,192.168.54.112
10701,233,Server Room Access,Reception,2025-05-03,Denied,192.168.133.33
10702,231,System Login,Floor 1,2025-01-29,Denied,192.168.102.16
10703,186,Room Access,Back Gate,2025-09-24,Failed,192.168.203.53
10704,286,Room Access,Floor 3,2025-09-11,Success,192.168.123.176
10705,453,System Login,Back Gate,2025-10-06,Denied,192.168.130.129
10706,74,System Login,Parking,2025-05-10,Success,192.168.49.232
10707,311,Server Room Access,Main Gate,2024-12-14,Denied,192.168.215.218
10708,121,Server Room Access,Pool,2024-03-26,Failed,192.168.236.245
10709,315,Room Access,Kitchen,2024-12-26,Success,192.168.12.36
10710,253,Room Access,Reception,2025-09-29,Failed,192.168.199.212
10711,195,System Login,Gym,2024-05-16,Denied,192.168.204.132
10712,309,Room Access,Conference Room,2024-10-10,Failed,192.168.208.13
10713,181,Room Access,Lobby,2024-08-17,Success,192.168.87.161
10714,271,Server Room Access,Storage,2025-12-09,Success,192.168.91.169
10715,92,System Login,Parking,2025-08-26,Success,192.168.180.240
10716,75,Room Access,Lobby,2026-04-18,Success,192.168.49.107
10717,63,System Login,Floor 1,2025-07-17,Denied,192.168.252.232
10718,483,Server Room Access,Kitchen,2024-10-27,Failed,192.168.254.45
10719,114,System Login,Floor 3,2024-11-16,Success,192.168.208.165
10720,125,System Login,Back Gate,2024-08-12,Success,192.168.61.185
10721,457,System Login,Gym,2026-04-29,Success,192.168.52.36
10722,476,System Login,Parking,2026-01-06,Denied,192.168.78.246
10723,4,Server Room Access,Server Room,2025-12-09,Denied,192.168.50.163
10724,497,System Login,Pool,2026-01-21,Denied,192.168.16.118
10725,344,System Login,Floor 1,2024-08-03,Denied,192.168.115.66
10726,437,System Login,Main Gate,2024-06-22,Success,192.168.36.64
10727,322,System Login,Gym,2024-09-24,Failed,192.168.156.233
10728,156,Server Room Access,Reception,2025-10-31,Denied,192.168.85.21
10729,78,Room Access,Floor 2,2025-07-22,Denied,192.168.6.240
10730,462,Server Room Access,Pool,2025-12-18,Denied,192.168.83.39
10731,200,System Login,Lobby,2025-05-13,Success,192.168.242.167
10732,422,Server Room Access,Lobby,2025-12-30,Denied,192.168.179.5
10733,194,Room Access,Floor 3,2025-03-24,Denied,192.168.80.115
10734,74,Room Access,Gym,2025-06-16,Denied,192.168.223.31
10735,493,Room Access,Reception,2025-03-05,Success,192.168.56.186
10736,464,Room Access,Storage,2024-02-19,Success,192.168.29.8
10737,46,Room Access,Kitchen,2024-11-30,Failed,192.168.156.191
10738,347,Server Room Access,Floor 2,2026-01-30,Success,192.168.188.91
10739,392,Room Access,Floor 1,2025-07-13,Success,192.168.105.58
10740,446,System Login,Floor 1,2025-04-30,Failed,192.168.198.121
10741,107,Room Access,Floor 2,2025-04-08,Failed,192.168.31.198
10742,101,Room Access,Parking,2024-09-09,Failed,192.168.78.154
10743,231,Room Access,Lobby,2024-06-26,Denied,192.168.70.185
10744,131,System Login,Main Gate,2025-05-23,Failed,192.168.19.104
10745,2,Server Room Access,Back Gate,2026-01-17,Denied,192.168.172.215
10746,163,Room Access,Parking,2025-04-23,Success,192.168.179.70
10747,248,Room Access,Pool,2024-11-12,Success,192.168.186.240
10748,199,System Login,Reception,2024-05-17,Denied,192.168.164.134
10749,216,Server Room Access,Gym,2024-02-23,Success,192.168.221.201
10750,151,Server Room Access,Conference Room,2024-02-09,Failed,192.168.85.17
10751,347,Room Access,Floor 2,2024-02-15,Failed,192.168.17.71
10752,450,System Login,Reception,2024-10-21,Denied,192.168.135.205
10753,237,System Login,Kitchen,2025-07-01,Failed,192.168.30.46
10754,9,System Login,Kitchen,2025-01-02,Denied,192.168.54.28
10755,151,Server Room Access,Parking,2024-06-10,Failed,192.168.3.65
10756,287,System Login,Kitchen,2024-03-04,Failed,192.168.163.88
10757,489,Server Room Access,Kitchen,2025-03-18,Denied,192.168.226.193
10758,256,System Login,Kitchen,2024-02-02,Success,192.168.123.17
10759,218,Room Access,Storage,2025-09-08,Success,192.168.186.73
10760,169,System Login,Conference Room,2025-09-03,Denied,192.168.4.249
10761,450,Server Room Access,Reception,2024-11-09,Denied,192.168.12.127
10762,292,Server Room Access,Kitchen,2024-02-13,Failed,192.168.195.176
10763,477,System Login,Parking,2024-06-10,Denied,192.168.228.110
10764,489,System Login,Back Gate,2025-02-13,Denied,192.168.113.226
10765,315,Room Access,Floor 2,2025-06-04,Denied,192.168.77.123
10766,180,Server Room Access,Pool,2026-03-20,Failed,192.168.189.222
10767,427,Server Room Access,Floor 2,2024-02-07,Failed,192.168.93.16
10768,133,Room Access,Storage,2024-08-09,Failed,192.168.14.160
10769,402,Server Room Access,Parking,2025-03-01,Success,192.168.164.229
10770,497,Server Room Access,Gym,2026-03-21,Success,192.168.123.88
10771,344,Room Access,Gym,2026-01-24,Success,192.168.174.152
10772,421,Room Access,Reception,2026-04-06,Denied,192.168.22.170
10773,486,Room Access,Storage,2026-03-10,Denied,192.168.189.62
10774,19,Room Access,Kitchen,2024-03-20,Denied,192.168.194.18
10775,358,System Login,Kitchen,2024-03-21,Denied,192.168.114.77
10776,195,Room Access,Conference Room,2024-09-26,Success,192.168.52.189
10777,247,Room Access,Floor 3,2025-09-02,Denied,192.168.199.205
10778,249,System Login,Server Room,2025-10-21,Denied,192.168.52.82
10779,5,Room Access,Floor 2,2026-04-06,Denied,192.168.82.15
10780,485,Room Access,Floor 3,2025-10-28,Denied,192.168.101.46
10781,194,Room Access,Server Room,2024-04-04,Success,192.168.31.197
10782,156,System Login,Lobby,2024-08-06,Failed,192.168.52.61
10783,104,System Login,Main Gate,2024-11-25,Denied,192.168.24.131
10784,427,Server Room Access,Parking,2024-03-08,Success,192.168.181.228
10785,219,Server Room Access,Floor 1,2025-02-02,Success,192.168.174.12
10786,206,Server Room Access,Floor 1,2025-01-16,Success,192.168.4.221
10787,262,System Login,Floor 2,2026-03-04,Failed,192.168.53.240
10788,199,System Login,Floor 1,2024-12-25,Success,192.168.234.65
10789,162,System Login,Main Gate,2025-07-05,Failed,192.168.243.26
10790,470,Server Room Access,Main Gate,2026-04-22,Success,192.168.255.21
10791,47,Room Access,Floor 2,2025-07-19,Failed,192.168.84.149
10792,447,Server Room Access,Kitchen,2024-05-25,Failed,192.168.198.158
10793,59,Room Access,Server Room,2025-04-13,Denied,192.168.42.103
10794,280,Server Room Access,Lobby,2024-01-27,Failed,192.168.137.89
10795,13,Server Room Access,Gym,2025-03-28,Success,192.168.78.15
10796,266,Room Access,Floor 3,2025-12-10,Success,192.168.240.39
10797,431,Room Access,Server Room,2024-02-22,Failed,192.168.235.164
10798,494,Server Room Access,Floor 2,2025-01-24,Denied,192.168.87.121
10799,176,System Login,Parking,2025-12-18,Denied,192.168.92.241
